class,normalized_mfcc_features
artifact,"[-0.22457627 -0.22848451 -0.1840266  -1.22777259 -1.34870239 -1.6148135
  0.28267619  0.30259888  0.78914101  2.36293063  2.2558493   1.47452731
 -0.40029141 -0.14290766  0.9089336   1.29754213  1.26335267  0.37829941
 -0.20866674  0.02271019  0.77391942  0.85247945  0.07809312 -0.96417409
  0.06101837  0.49363426  1.47114694  0.84176188  0.66328305  0.2077646
 -0.63278228 -0.09138198  0.61240578  0.86067129  0.45744203  0.1499641
  0.31853952  1.19321656  0.92282074 -0.56934689 -0.32578994 -0.2912507
  1.04573928  1.8592331   1.41015806 -0.38993666 -0.03909612  0.41439634
  0.80732894  0.89060875  0.13365734 -0.14608431 -0.19530016 -0.6313951
  0.38081007  0.47009818  0.53888384  0.35231839  0.57246487  1.08427462
  0.4397341   0.47925097  0.46137664 -0.34693108 -0.48921596 -0.97700836
  1.459202    1.39318245  1.01050455 -0.2034335  -0.96490932 -0.81330537
  0.670858    0.82673021  0.50390943 -0.98153357 -0.90348805 -0.72827652
  0.01926203  0.88920748  1.25012118  0.16363726 -0.20332894 -0.06374002
  0.50506399  0.23779057  0.43600686 -0.22882305 -0.12299124 -0.13594899
  0.90528851  1.40694146  0.94971215 -0.11579972 -0.59651083  0.00608474
  1.4710121   0.53639899 -0.10969932  0.09490043  0.65097497  0.65089774
 -1.80842417 -0.83227339 -0.60081422 -1.81362243 -1.13608381  1.15497109
  1.28164312  0.37532282  0.13267224  1.7230121   1.16367856 -1.51123251
  0.03547024 -0.11960033 -0.26384138 -0.30678595 -1.50463831 -1.37525413
 -0.4433325  -0.76905576  0.26853237  1.8549585   0.95547493 -0.25255594
 -0.02269836 -0.47822923  0.16855578  1.24942749  0.15654008  0.24365027
 -3.04407733 -2.3404749  -1.54400118  1.50308527  3.337446    2.2108055
  1.01208554  2.35995107  0.75845366 -0.76471198 -0.50570831 -0.58421217]"
artifact,"[-0.21054165 -0.21327145 -0.19044386 -1.61787407 -1.62586926 -1.64438493
  0.91091344  0.98147235  1.03761648  0.90111529  0.99212778  1.12440959
  1.42625045  0.95774532  0.88151966 -0.22528295  0.12122265  0.07038061
  0.77654571  0.67231445  0.64953711 -1.12465558 -0.95132745 -0.642095
  1.71653141  2.34720356  2.85958147 -0.479613   -0.60411852 -0.68796523
  1.11902498  1.11284215  1.22621343 -0.28165058 -0.72674432 -0.88567211
  0.37306632  0.15693564 -0.38590817 -0.14321389 -0.29093049 -0.72887349
 -0.74664516 -0.72578229 -0.18546765  0.83581896  1.60546782  2.14595562
 -1.07050801 -0.50564449  0.05949264 -0.19835179  0.0243644  -0.38151014
  1.25504341  0.21239963 -0.02608019  0.52051609  0.14268993 -0.68867496
 -1.48078934 -1.75432213 -1.49210872  1.48075261  1.50333718  0.90228104
 -0.052808    0.02995638  0.69594576  0.56467425  1.53018462  1.3938474
 -1.11917285 -0.97808376 -0.72540112  1.21802049  0.79828147  0.46945738
 -0.18456645 -1.76088157 -1.87447154  2.57556133  1.35119371 -0.12388986
 -1.27740429 -1.12748047 -0.64642393  0.51560722  0.5904093   1.85097647
 -0.5829841   0.97147608  1.91403616 -0.81385096  0.64501558 -0.10886245
 -0.42561474 -0.25733536  1.03050552 -0.4798313  -0.74300344 -1.05569211
  0.52749891  0.6450589  -0.64112812  1.19673839  0.15159062 -1.47530395
  0.53598541  0.31566525  0.84281612  0.83323367  0.56513827 -0.46049645
 -1.42892574  0.88686664  1.64318931 -0.61502608 -0.4017926  -0.86922767
  1.62623364  1.66365864  0.53367488 -0.13573755 -0.31500132 -1.03336979
 -0.04585801 -1.08649202 -1.47784788  0.15318058  0.1112994  -0.10153929
  1.63282554  3.31803227  2.45099561 -0.7647121   0.66461755  1.32974265
  0.68236267  2.11109811  1.50741782  0.13852733  0.57357018  0.14403542]"
artifact,"[-2.77415847e-01 -2.97936717e-01 -2.74018808e-01 -1.22877136e+00
 -1.14769982e+00 -1.17929506e+00  1.08251624e-01  4.14114664e-02
  1.03535337e-01  1.90134014e+00  2.13584216e+00  2.27234283e+00
  4.59807418e-01 -1.98408822e-01 -3.00088453e-01  8.57148688e-01
  1.24261829e+00  1.18742824e+00  1.00719993e-03 -1.06939705e-01
 -8.20726789e-02  1.23271168e-03  1.11951353e-01  1.71454920e-01
  1.57809490e-01  6.86333246e-01  1.50645855e+00  6.75532372e-01
  7.75053428e-01  7.57972830e-01 -4.89002555e-01 -6.04754685e-01
 -3.54456465e-01  9.71897574e-01  8.08841310e-01  5.08902963e-01
 -4.55116704e-01 -9.52988432e-01 -1.13449907e+00  4.61105574e-01
  4.11993966e-01 -4.47586322e-01 -1.00400876e+00 -1.10887381e+00
 -6.97857972e-01  7.12359504e-02  5.23667069e-01  8.32776159e-01
  2.46803948e-01  1.09954370e+00  2.24425669e+00 -1.43692513e+00
 -1.02612707e+00 -1.42857687e+00  1.08257614e+00  6.85305945e-01
  7.31222622e-01  8.08653887e-01 -1.14802448e-01 -1.00747076e+00
 -5.98835891e-01 -6.29294005e-01 -4.81853227e-01 -5.94167826e-01
 -8.76107099e-01 -1.32148493e+00  1.57801909e+00  1.64944346e+00
  1.61155143e+00 -4.48329247e-02  1.23456904e-01  5.20555581e-01
  1.11784899e-01  1.06363465e+00  1.27851182e+00 -7.22574069e-01
 -9.98949884e-01 -1.10974080e+00  9.69736112e-01  4.80995591e-01
  3.86568798e-01  4.89819649e-01 -1.62038224e+00 -2.43316144e+00
  2.39611105e+00  1.78922137e+00  5.59071249e-01 -1.66120278e+00
 -1.68517618e+00 -1.09405336e+00  5.66229743e-01  1.01444477e+00
  2.71506623e+00 -1.07103823e+00  7.19202717e-01  1.25235479e+00
 -3.83435035e-01  8.11816904e-01  2.52831870e-01 -3.24677340e-01
 -5.16514726e-01  4.39635318e-01 -1.67074625e-01 -5.85031208e-01
 -6.70007065e-01  5.76870193e-01  6.62101380e-01 -1.03863709e+00
  1.17440349e+00  3.33911549e-01 -1.26807774e+00  2.62850611e-01
  2.50921132e-01  8.40410919e-01  8.68794111e-01  5.48100835e-01
 -2.80652413e-01 -9.89841953e-01  7.64427890e-01  1.15061848e+00
 -8.85514941e-01 -3.80278553e-01 -5.23641398e-01  2.08095519e+00
  1.83038097e+00  5.66346786e-01  1.69446608e-01  5.27589456e-01
 -2.60451766e-01  7.77445959e-02 -9.82169870e-01 -1.30225202e+00
 -6.17848847e-01 -8.39984296e-01 -4.09245371e-01  2.01256700e+00
  3.27477278e+00  2.12233217e+00 -5.98492115e-01  1.14985093e+00
  1.68756442e+00  9.63076965e-01  1.70171874e+00  1.21105622e+00]"
artifact,"[-1.33378207 -1.23444476 -0.99812587 -0.25642384 -0.19996657 -0.34930368
  0.97615281  1.03728701  1.0819786  -0.75183087 -0.39035803 -0.36007084
  1.83063789  1.83647801  1.66384863 -0.73149545 -0.60619243 -0.72247558
  1.06925239  1.13890912  0.87056936 -1.20665332 -0.90180004 -1.01497754
  2.4389098   1.99506315  1.56987466 -0.7145512  -0.3390617   0.04271213
  0.64284999  0.60844442  0.41435133 -1.63956633 -0.79048014 -0.25766674
  1.54457898  1.27141077  1.00873852 -0.44077942 -0.76191493 -1.19290149
  1.29677615  1.72145848  0.45717556 -0.47511225  0.02758336  0.96429541
 -0.07501602 -0.60647642 -1.50029572  0.25388911  1.1274895   0.93270294
  1.01630862  0.95198685  1.35179882  0.15872842  0.4931754  -0.29741393
  0.44874267 -0.28048778 -0.47782935  0.55017648  1.1834993   0.70968602
 -0.37476086 -0.58228447  0.0627872   0.29150233  0.34577359  0.03018416
 -1.03720364 -0.9813585  -0.08825474  0.67832555  0.88706814  0.70636404
  0.27146842 -0.16483772  0.46308762 -0.09308032  0.09691073 -0.57462257
  0.09578588  0.05444287  0.61577565 -0.42553759  0.19458584  0.47998113
  0.72124823  0.7039412  -0.49989065 -0.73954018 -0.87222618 -1.25576405
 -0.5530864  -1.28153004  1.00823583  0.97261318  0.29888379  0.7511534
  0.05539173  0.66211479  0.80864313 -0.38611071 -1.18060952 -1.97040534
  0.69117049  0.38548506  0.1369045  -0.41240823 -0.05664826  0.68355082
 -0.20128547  0.40126318 -0.07578754 -1.11003327 -1.96449642 -1.91604826
  0.67374301  1.50389996  1.21814299 -0.77058825 -1.99750917 -1.26845365
  0.25574796  0.37733346 -1.09172872 -1.57245609 -0.48345709  0.50788391
 -0.40957107  2.09959125  0.5715503   0.20258982 -3.06578654 -1.79311986
  0.12008824 -0.01264251  0.35002449 -0.6478985   1.04149869  0.23091282]"
artifact,"[-1.55483735 -1.32933141 -1.08700851  0.47180638  0.21380921 -0.08727227
 -0.28078061  0.35077939  0.72351501  0.96482173  0.49469725  0.14521751
 -0.22232049  0.75507455  0.97067408  1.3924177   0.50540647 -0.1032282
 -0.80950793  0.25708889  0.49516395  1.14106918  0.29883466 -0.57096454
 -0.29573081  0.53983126  1.10502859  1.90124708  0.7573962   0.35556809
 -2.49757891 -0.36863027  0.47659178  0.54986025 -0.26115153 -0.88663073
 -1.23342897  0.78638911  1.9284542   1.40816402 -0.46033604 -1.34752468
 -0.29713064  1.09105968  0.36610373  0.77562353  0.38430731  0.44531497
 -0.73930899 -0.08986804  0.5025837  -0.24920884 -0.36379505 -1.59564546
  1.50592657  1.90662342  2.44542862  0.23808182  0.03988396  0.17934709
  1.01444249  0.63200702 -0.20744936  0.14929322 -0.2058215  -0.44385376
  1.03663103  1.20452333  0.81372846 -1.24377193 -0.98073682 -0.03240707
  1.10852769  0.52467569  0.5441822  -2.42632447 -1.28805931  0.06455201
  2.41021847  1.36273012  0.70516987 -1.29767872 -0.81178299  0.10507045
  1.47190628  0.70000997  0.21344735 -1.29451057 -0.3051743   0.00802596
  0.58591902  0.58574138  0.83662373 -0.15135107  0.4847848  -1.00248792
  0.28339609 -0.49848322 -0.84852502 -1.92415764 -1.71831041 -0.44072829
  2.82191812  0.6080444   1.7725623  -1.54349256  0.38137033  0.34715447
  0.58220758 -0.91138929 -2.10451188  0.4441917   0.20722166 -0.68173638
 -0.25805316  0.06356647  1.48263766 -0.54552981  0.3489888  -0.27386924
 -1.54820016 -1.76592903 -1.82754054  0.95652479  1.48947299  1.38638802
 -1.18903336 -1.37508069 -0.40233692  0.63215392 -0.36636338 -2.03383662
 -1.78824061 -0.3378884   0.6117813  -1.55634144  1.45019746  1.97673816
 -0.71691054 -1.13800145 -0.29328812  1.57898428 -1.79418402 -2.11426119]"
artifact,"[-0.60201172 -0.60299465 -0.54542956 -0.35388161 -0.37955757 -0.32175105
  0.68209703  0.69904127  0.64827159 -0.62881233 -0.39372061 -0.33057718
  1.95367534  1.86996835  1.99677228 -0.57337927 -0.53709801 -0.43771539
  0.72292841  0.90194457  0.74944827 -0.96259839 -0.60634414 -0.7141453
  2.61518764  2.20897698  2.09821849 -0.29386762 -0.3701562  -0.26426301
 -0.87306974 -1.12098779 -1.85205973 -1.68270243 -1.20241162 -0.82416371
  1.77325598  1.24885014  1.22241388  0.07477778  0.49157641  1.32552977
  1.3330026   0.93097764  1.12919905  0.68507957  1.01752837  1.74343312
 -1.07131931 -1.30455464 -1.5777563  -0.58516375 -0.65828238 -0.61894129
 -0.26764599 -0.11265224 -0.79861805  1.14415052  1.58704559  1.35904592
 -0.42161442 -0.41157429 -0.35625745  1.77472855  1.10295344  0.69986757
  0.18854441  0.01119445 -0.7335314   0.74692366  0.94215913  1.00959242
 -1.59956622 -1.97531006 -2.72030112  0.01350825  0.15815458 -0.11485488
 -0.4770853   0.32082393  0.50597913  0.24240759  0.70100929  1.07698724
 -0.07586566  0.33187128  0.00495669 -0.99014254 -0.16580873  0.23934921
  0.42702152  0.66270317 -0.09046122 -1.32260632 -1.26378935 -1.90103279
 -0.67933999  0.46468468  1.01997675  0.36097886 -0.01881024  0.44385013
 -0.02640743 -0.19080992  0.52165346 -1.55056404 -2.04174643 -2.23509773
  0.32148526  1.22221155  1.16226367  0.48303361  1.61583969  0.69996539
  0.06916887  0.11330323 -1.2471258  -0.06642863  0.63420152 -0.05859057
  1.17500085  0.87422324  0.13861881 -2.43755322 -3.0943764  -2.54811891
  0.16310976  0.81735517  1.28147223  1.08941839  1.10019934 -0.06484316
  0.88144759  1.84264634  2.01508177 -0.07491151 -0.37594015 -1.43563744
 -0.04990642 -0.07260164  0.59790955 -0.82748601 -0.93393386 -0.62227662]"
artifact,"[-0.65074852 -0.67512702 -0.63895247 -0.07687617 -0.02168306  0.07858959
  0.21868593  0.10471421 -0.08972563 -0.03839835  0.35380431  0.56391001
  1.13669309  0.89696064  0.75242237  0.28753692  0.4705258   0.83350267
  0.11978482  0.1231584  -0.25018444 -0.31857765  0.36506824  0.52602752
  1.41056785  0.91613349  0.3870552   0.85954863  0.84744938  1.26429936
 -1.27515755 -1.71111356 -2.81019385 -1.66014451 -1.18237271 -0.78509833
  0.9328983   0.65614447  0.39099026  0.57780823  0.4621247   1.36076127
  0.83701071  1.10182731  1.39796004  0.93587324  0.51908458  1.1897956
 -0.09677415  0.41642823  0.5919748  -1.32824225 -1.97047242 -2.23548364
 -0.15130067  0.31816057  0.20602429  0.12345997  0.12901224 -0.53236327
  0.7049016   1.4138033   1.69835552  0.00703005 -0.57316363 -0.80108921
  1.76043406  1.48015244  1.03220634  0.02062082 -0.14839575 -0.63661225
  0.31089618  0.59764938  0.80166028 -1.67906853 -2.32085646 -3.51423247
  0.18501798  0.82898677  1.0674273  -0.66600282  0.0060741  -0.01963604
  0.52160817  1.02034197  1.63708323 -0.27305248  0.08102778 -0.4026501
 -1.03033303 -0.09521775  0.88652316  0.39110098  0.66568926 -0.48641126
 -1.14048389 -1.15631904 -1.38489271 -0.78511215  0.48549017  0.94566925
  0.57573509 -0.06292442  0.53748157 -0.31568761 -0.44194693  0.39386082
 -1.43972822 -2.01138337 -2.26507319 -0.10181287  0.55274315  0.58837018
  0.77387957  1.94908451  1.22725363 -0.18935551 -0.02999672 -0.92550534
 -0.12427026  0.45299573 -0.16574234  1.14853018  1.07547133  0.72778072
 -1.61022206 -2.85948951 -3.00492639 -0.95578335 -0.78200312  0.48560841
  1.56362691  1.70649865  0.43057539  0.70231027  1.4214972   1.79611656
  0.29664909  0.76209238 -0.48563744 -0.21171816 -0.61428311 -0.34295059]"
artifact,"[-4.79565306e-01 -4.38644099e-01 -4.49714659e-01 -4.53530079e-01
 -5.73564145e-01 -5.83211368e-01  4.84352808e-01  5.24022000e-01
  4.68706254e-01  2.31319278e-01  2.04270602e-01  5.92193738e-02
  1.54081082e+00  1.57987404e+00  1.60017371e+00 -4.29433627e-01
 -2.32703498e-01 -3.00667292e-01  7.66034756e-01  4.91764691e-01
  3.01351290e-01  5.91436980e-01  2.11529888e-01 -2.72243325e-01
  1.64893715e+00  1.48360084e+00  1.22152862e+00 -4.18714808e-01
 -1.61513541e-01  2.46982252e-01 -9.70621247e-01 -1.18134659e+00
 -1.03413861e+00 -1.23220843e-01 -2.54156541e-01 -7.13576326e-01
 -3.95387727e-02  6.60379250e-01  1.09658267e+00  6.67751132e-01
  1.61020849e+00  1.56678269e+00  3.51055605e-01  6.81230812e-01
  3.17879770e-01  2.86022401e+00  2.37796518e+00  1.82016520e+00
 -2.16613339e+00 -2.33867027e+00 -1.74285291e+00 -1.65565889e+00
 -8.73006059e-01 -6.19053090e-01  4.78154491e-01 -7.83917770e-01
 -1.01698935e+00  1.68616956e+00  1.67668765e+00  1.55262923e+00
 -1.52946795e+00 -1.42084742e+00 -1.34851906e+00  1.72680137e+00
  1.12104440e+00  6.82364005e-01 -3.23124925e-01 -4.87630628e-01
 -9.07482598e-01 -3.33524897e-03  3.78765256e-01  5.12633077e-01
 -2.18684828e+00 -2.34752798e+00 -2.12881833e+00  6.89679601e-01
  8.38603426e-01  9.99318345e-01 -6.23133015e-02 -1.02553492e+00
 -6.54987578e-01  2.65331392e+00  1.59441338e+00  1.26524740e+00
 -8.93507541e-01 -8.03581270e-01 -9.85644268e-01  3.15781337e-01
  9.83216088e-01  1.15148905e+00 -2.25039212e-01 -6.43794282e-01
 -9.59630781e-01 -1.30954295e-01  4.26931361e-01  3.41996989e-01
 -4.47403497e-02 -6.84922069e-01 -4.62045484e-01  6.34452421e-01
  1.95227494e+00  1.59241603e+00  1.80746193e+00  3.89457129e-01
  1.73043103e-01 -4.04489511e-01 -3.53276062e-02  1.33611350e-01
  3.04421637e-01 -1.69113121e-01  4.05466754e-02  1.92071174e+00
  1.82910046e+00  7.03611535e-01  6.73691578e-02 -1.84928989e-01
 -1.21825604e-01 -5.97739181e-01 -1.74047717e-01 -7.39006159e-01
  1.36575674e+00  4.81274369e-01  7.41802315e-02 -1.21941124e+00
 -1.18388172e+00 -9.15836235e-01  9.08356830e-01  1.24329295e+00
  2.14913889e-01 -4.54461110e-01 -1.85567455e+00 -1.93602698e+00
 -8.68602613e-01  1.33641270e-01  6.28525862e-01  1.07279370e-01
 -1.60881034e-01  5.42795938e-01  1.05001955e+00  1.33953574e+00
  1.45978146e+00 -3.80737061e+00 -1.58902808e+00  7.68741744e-01]"
artifact,"[-5.28962064e-01 -5.12325113e-01 -5.35884562e-01 -1.58579398e-01
 -1.93727342e-01 -1.98235874e-01  7.55516487e-05 -1.29293325e-01
 -1.45911212e-01  8.02765427e-01  1.01270615e+00  8.33482732e-01
  8.63162271e-01  5.92107999e-01  5.83462687e-01  3.06048085e-01
  7.90281811e-01  9.04348041e-01  1.36089217e-01 -2.61587907e-01
 -4.88109020e-01  1.11161199e+00  1.04678692e+00  5.94501711e-01
  1.13820434e+00  5.95924084e-01  1.54183227e-01  3.63501147e-01
  7.60887631e-01  1.09687096e+00 -1.39526152e+00 -1.69472632e+00
 -1.64173806e+00 -3.14975014e-01 -4.07532484e-01 -5.38586818e-01
  2.64585294e-01  5.10147335e-01  1.64049370e-01  2.22111135e-02
  9.67836350e-01  1.58018309e+00  8.82482847e-01  1.58015328e+00
  1.10779406e+00  1.34943913e+00  1.21731081e+00  1.07413790e+00
  1.38630507e+00  8.41724827e-01  7.28722880e-02 -3.72702456e+00
 -3.07971294e+00 -1.82797219e+00  2.68682017e-01  9.41483116e-02
 -4.26166194e-01  9.09290098e-01 -1.35615286e-01 -2.14493940e-02
  5.80092522e-01  1.09311489e+00  7.67381613e-01 -9.73874488e-01
 -1.23682093e+00 -8.42913454e-01  1.78286826e+00  1.32469818e+00
  4.00326938e-01 -6.20315050e-01 -5.23112131e-01 -4.36396289e-01
 -5.77382791e-01 -2.86194258e-01 -4.19043239e-01 -1.74605798e+00
 -1.94742527e+00 -1.47586234e+00  4.78745281e-01  5.99648522e-01
  5.98418982e-01  7.16078396e-01 -6.73111459e-01 -2.84438103e-01
  2.21967400e+00  1.38852827e+00  5.70081071e-01 -8.73837431e-01
 -6.05127255e-01 -4.06360857e-03  1.02327808e-01  6.73458362e-01
  4.23689395e-01 -1.19464323e-02 -3.59486437e-01 -4.77199457e-01
 -3.53920524e-01  1.34726223e-01 -3.54865269e-01  4.41114314e-01
 -2.30741872e-01  1.48721550e-01  1.89974181e-01  1.65861117e+00
  1.03038650e+00  2.24252759e+00  1.05748066e+00  1.23382638e+00
 -6.60319540e-01 -6.90294933e-01 -8.29378203e-01  4.57056645e-01
  2.92707151e-01  8.37045936e-01  1.54214765e+00  1.36463701e+00
  4.99354644e-01  3.72901839e-01  3.77654089e-01  5.53055408e-01
 -9.30984253e-01 -7.55837640e-01 -1.19692137e+00  1.47420246e+00
  1.09617454e+00  5.45287258e-01 -6.79827031e-01 -1.73938934e+00
 -1.71438577e+00  2.37307699e-01  1.44993219e+00  6.04158091e-01
  4.58761483e-01 -1.17441396e+00 -1.96096878e+00 -1.25178922e+00
 -3.47780081e-01 -1.70407432e-01 -2.48233118e-01 -2.73217276e-01
  6.07085186e-01  1.15663350e+00  1.11423391e+00  8.48457148e-01]"
artifact,"[ 1.36173467  1.37077655  1.37069011 -0.13460212 -0.08966732 -0.01111098
  0.31097277  0.29307748  0.40572221 -0.47713263 -0.45712685 -0.493931
  0.48736012  0.56524739  0.44870181 -0.42884859 -0.38505909 -0.35791448
  0.61529968  0.6526833   0.69277946 -0.5790098  -0.54172038 -0.58838815
 -0.4158189   0.02501969  0.35640826  0.01031949 -0.25748742 -0.57363986
 -0.01213079 -0.00878159 -0.18918929 -0.37713001 -0.3975759   0.00871918
 -0.77417284 -0.17418427  0.45717094  0.02016472 -0.11265358 -0.27872129
 -0.94254461 -0.65375306 -0.25765356  0.35353911  0.60743167  0.77926018
 -1.64427087 -1.86687659 -1.11479541  1.1646166   0.27410045  0.28123179
 -2.00572023 -1.61516074 -1.07883273  0.76172812  0.86757298  0.54713021
 -1.54885865 -1.65959816 -1.31454998  0.58550682  0.42357151  0.02394221
 -0.41757829 -0.43896618 -0.63490268  0.8641196   0.44692298  0.02581545
 -0.59476214 -1.01779242 -0.61869891  0.88829137  1.02753476  1.15170815
 -0.57470198 -1.03163698 -0.75552544 -0.01949492  0.32753961  0.52900116
 -1.05143314 -1.23246065 -0.68918774  0.53861302  0.51834771  0.28080694
 -2.24564102 -2.67474593 -2.16350814  0.51289825 -0.01933636 -1.25727896
 -1.17879375 -2.09038344 -1.46633171  2.87464587  2.21411883  0.24017749
  0.06561218 -1.75250365 -1.66109182  1.02827128  1.31797434  0.7151538
 -1.84357005 -3.42343522 -1.93056805 -0.27808704 -1.28355188 -2.06145738
 -1.09197962 -0.69624797  0.77940176  0.75996309  0.4514009   0.0592463
 -1.20001892 -1.57324591 -0.60521604 -1.48797989 -1.35831616 -2.02617385
  1.15099384  1.07215823  0.12781337  0.16771077 -1.29380536 -1.50306133
 -0.23402526 -0.15951732  0.16549833 -1.9073016  -1.55133497 -0.43537258
  0.25853975 -0.45912257 -0.67852091  1.77307582  0.36921154  0.54149094]"
artifact,"[ 1.30596507  1.29378765  1.30557392  0.19214216  0.29821179  0.24381432
 -0.18459549 -0.32779369 -0.03593249  0.23384492  0.38062668  0.03788089
 -0.28411852 -0.38518531 -0.16880116  0.30244562  0.48877042  0.18061471
  0.01826178 -0.05538107  0.25181205  0.32764917  0.4722538  -0.16545215
 -1.11448532 -0.86314096  0.00861157  0.35272204  0.27785194 -0.34000473
 -0.2087208  -0.41338545 -0.41172701 -0.16121826 -0.20398478 -0.51858864
 -0.45969535 -0.05632308  1.1811271  -0.44057698 -0.48034873 -0.93025227
 -0.17502347 -0.00854874  0.56229993 -0.44266608 -0.26227119 -0.35143191
 -0.42109904 -0.08934007  0.49997014 -0.64271076 -1.54740608 -1.68418036
  0.38591358  0.17002811  0.44267984 -1.64077962 -1.14199423 -1.16635406
  0.74509848  0.69055656  0.51114399 -1.44811241 -1.65305057 -1.63533163
  0.8962844   0.84249069  0.2973781  -0.30061102 -0.39798387 -0.75629603
  0.54258162  0.0635073  -0.14768574 -0.09274111 -0.39939153 -0.15785175
  0.26581459  0.42188277  0.57515213 -0.15760615 -0.54395887 -0.54893906
 -0.81336438 -0.35416033 -0.01499467  0.09395047 -0.41523807 -0.11879222
 -0.59510633 -0.36354465 -0.56537878 -1.40075456 -2.17341932 -1.94862153
 -0.08199024 -0.50531736 -1.95466902 -0.45322358 -1.52825339 -1.06972747
  2.76343902  2.02386384 -0.28104386  0.79162588 -1.18224741 -1.37677508
  0.55896057  0.8048956   0.38863799 -0.97099407 -2.15185156 -1.62319372
 -0.60950214 -1.80996761 -2.63190131 -0.53354578 -0.24514979  0.34736782
  0.33036148 -0.02435234  0.03817219 -0.42610697 -0.99918335 -0.56671101
 -2.67353793 -2.97635371 -2.61446825  1.24303828  1.74541826 -0.31077549
  0.43587002 -1.31862794 -1.26109203  0.33327571  0.05459355 -0.55016184
 -1.58189004 -1.49240849  0.56575921 -0.79138159 -0.57378174 -1.09248839]"
